nome,codigo
Insuficiência respiratória aguda                                                                    ,J960
Insuficiência respiratória crônica                                                                  ,J961
Insuficiência respiratória não especificada                                                         ,J969
Outras doenças dos brônquios não classificadas em outra parte                                       ,J980
Colapso pulmonar                                                                                    ,J981
Enfisema intersticial                                                                               ,J982
Enfisema compensatório                                                                              ,J983
Outros transtornos pulmonares                                                                       ,J984
Doenças do mediastino não classificadas em outra parte                                              ,J985
Transtornos do diafragma                                                                            ,J986
Outros transtornos respiratórios especificados                                                      ,J988
Transtorno respiratório não especificados                                                           ,J989
Doença pulmonar reumatóide                                                                          ,J990
Transtornos respiratórios em outras doenças sistêmicas do tecido conjuntivo classif. em outra parte ,J991
Transtornos respiratórios em outras doenças classificadas em outra parte                            ,J998
Anodontia                                                                                           ,K000
Dentes supranumerários                                                                              ,K001
Anomalias do tamanho e da forma dos dentes                                                          ,K002
Dentes manchados                                                                                    ,K003
Distúrbios na formação dos dentes                                                                   ,K004
Anomalias hereditárias da estrutura dentária não classificadas em outra parte                       ,K005
Distúrbios da erupção dentária                                                                      ,K006
Síndrome da erupção dentária                                                                        ,K007
Outros distúrbios do desenvolvimento dos dentes                                                     ,K008
Distúrbio não especificado do desenvolvimento dentário                                              ,K009
Dentes inclusos                                                                                     ,K010
Dentes impactados                                                                                   ,K011
Cáries limitadas ao esmalte                                                                         ,K020
Cáries da dentina                                                                                   ,K021
Cárie do cemento                                                                                    ,K022
Cáries dentárias estáveis                                                                           ,K023
Odontoclasia                                                                                        ,K024
Outras cáries dentárias                                                                             ,K028
"Cárie dentária, sem outra especificação                                                             ",K029
Atrito dentário excessivo                                                                           ,K030
Abrasão dentária                                                                                    ,K031
Erosão dentária                                                                                     ,K032
Reabsorção patológica dos dentes                                                                    ,K033
Hipercementose                                                                                      ,K034
Ancilose dentária                                                                                   ,K035
Depósitos nos dentes                                                                                ,K036
Alterações pós-eruptivas da cor dos tecidos duros dos dentes                                        ,K037
Outras doenças especificadas dos tecidos duros dos dentes                                           ,K038
"Doença dos tecidos duros dos dentes, não especificada                                               ",K039
Pulpite                                                                                             ,K040
Necrose da polpa                                                                                    ,K041
Degeneração da polpa                                                                                ,K042
Formação anormal de tecidos duros na polpa                                                          ,K043
Periodontite apical aguda de origem pulpar                                                          ,K044
Periodontite apical crônica                                                                         ,K045
Abscesso periapical com fístula                                                                     ,K046
Abscesso periapical sem fístula                                                                     ,K047
Cisto radicular                                                                                     ,K048
Outras doenças da polpa e dos tecidos periapicais e as não especificadas                            ,K049
Gengivite aguda                                                                                     ,K050
Gengivite crônica                                                                                   ,K051
Periodontite aguda                                                                                  ,K052
Periodontite crônica                                                                                ,K053
Periodontose                                                                                        ,K054
Outras doenças periodontais                                                                         ,K055
"Doença periodontal, sem outra especificação                                                         ",K056
Retração gengival                                                                                   ,K060
Hiperplasia gengival                                                                                ,K061
"Lesões da gengiva e do rebordo alveolar sem dentes, associadas a traumatismos                       ",K062
Outros transtornos especificados da gengiva e do rebordo alveolar sem dentes                        ,K068
Transtorno da gengiva e do rebordo alveolar sem dentes sem outra especificação                      ,K069
Anomalias importantes (major) do tamanho da mandíbula                                               ,K070
Anomalias da relação entre a mandíbula com a base do crânio                                         ,K071
Anomalias da relação entre as arcadas dentárias                                                     ,K072
Anomalias da posição dos dentes                                                                     ,K073
"Maloclusão, não especificada                                                                        ",K074
Anormalidades dentofaciais funcionais                                                               ,K075
Transtornos da articulação temporomandibular                                                        ,K076
Outras anomalias dentofaciais                                                                       ,K078
"Anomalia dentofacial, sem outra especificação                                                       ",K079
Exfoliação dos dentes devida a causas sistêmicas                                                    ,K080
"Perda de dentes devida a acidente, extração ou a doenças periodontais localizadas                   ",K081
Atrofia do rebordo alveolar sem dentes                                                              ,K082
Raiz dentária retida                                                                                ,K083
Outros transtornos especificados dos dentes e das estruturas de sustentação                         ,K088
"Transtorno dos dentes e de suas estruturas de sustentação, sem outra especificação                  ",K089
Cistos odontogênicos de desenvolvimento                                                             ,K090
Cistos de desenvolvimento (não-odontogênicos) da região bucal                                       ,K091
Outros cistos das mandíbulas                                                                        ,K092
Outros cistos da região oral não classificados em outra parte                                       ,K098
"Cistos da região oral, sem outras especificações                                                    ",K099
Transtornos do desenvolvimento dos maxilares                                                        ,K100
Granuloma central de células gigantes                                                               ,K101
Afecções inflamatórias dos maxilares                                                                ,K102
Alveolite maxilar                                                                                   ,K103
Outras doenças especificadas dos maxilares                                                          ,K108
"Doença dos maxilares, sem outra especificação                                                       ",K109
Atrofia de glândula salivar                                                                         ,K110
Hipertrofia de glândula salivar                                                                     ,K111
Sialadenite                                                                                         ,K112
Abscesso de glândula salivar                                                                        ,K113
Fístula de glândula salivar                                                                         ,K114
Sialolitíase                                                                                        ,K115
Mucocele de glândula salivar                                                                        ,K116
Alterações da secreção salivar                                                                      ,K117
Outras doenças das glândulas salivares                                                              ,K118
"Doença de glândula salivar, sem outra especificação                                                 ",K119
Aftas bucais recidivantes                                                                           ,K120
Outras formas de estomatite                                                                         ,K121
Celulite e abscesso da boca                                                                         ,K122
Doenças dos lábios                                                                                  ,K130
Mordedura da mucosa das bochechas e dos lábios                                                      ,K131
"Leucoplasia e outras afecções do epitélio oral, inclusive da língua                                 ",K132
Leucoplasia pilosa                                                                                  ,K133
Lesões granulomatosas e granulomatóides da mucosa oral                                              ,K134
Fibrose oral submucosa                                                                              ,K135
Hiperplasia irritativa da mucosa oral                                                               ,K136
Outras lesões e as não especificadas da mucosa oral                                                 ,K137
Glossite                                                                                            ,K140
Língua geográfica                                                                                   ,K141
Glossite rombóide mediana                                                                           ,K142
Hipertrofia das papilas linguais                                                                    ,K143
Atrofia das papilas linguais                                                                        ,K144
Língua escrotal                                                                                     ,K145
Glossodínia                                                                                         ,K146
Outras doenças da língua                                                                            ,K148
"Doença da língua, sem outra especificação                                                           ",K149
ESOFAGITE                                                                                           ,K20 
Doença de refluxo gastroesofágico com esofagite                                                     ,K210
Doença de refluxo gastroesofágico sem esofagite                                                     ,K219
Acalásia do cárdia                                                                                  ,K220
Úlcera do esôfago                                                                                   ,K221
Obstrução do esôfago                                                                                ,K222
Perfuração do esôfago                                                                               ,K223
Discinesia do esôfago                                                                               ,K224
Divertículo do esôfago adquirido                                                                    ,K225
Síndrome da laceração hemorrágica gastroesofágica                                                   ,K226
Esôfago de Barret                                                                                   ,K227
Outras doenças especificadas do esôfago                                                             ,K228
"Doença do esôfago, sem outra especificação                                                          ",K229
Esofagite tuberculosa                                                                               ,K230
Megaesôfago na doença de Chagas                                                                     ,K231
Transtornos do esôfago em outras doenças classificadas em outra parte                               ,K238
Úlcera gástrica - aguda com hemorragia                                                              ,K250
Úlcera gástrica - aguda com perfuração                                                              ,K251
Úlcera gástrica - aguda com hemorragia e perfuração                                                 ,K252
Úlcera gástrica - aguda sem hemorragia ou perfuração                                                ,K253
Úlcera gástrica - crônica ou não especificada com hemorragia                                        ,K254
Úlcera gástrica - crônica ou não especificada com perfuração                                        ,K255
Úlcera gástrica - crônica ou não especificada com hemorragia e perfuração                           ,K256
Úlcera gástrica - crônica sem hemorragia ou perfuração                                              ,K257
"Úlcera gástrica - não especificada como aguda ou crônica, sem hemorragia ou perfuração              ",K259
Úlcera duodenal - aguda com hemorragia                                                              ,K260
Úlcera duodenal - aguda com perfuração                                                              ,K261
Úlcera duodenal - aguda com hemorragia e perfuração                                                 ,K262
Úlcera duodenal - aguda sem hemorragia ou perfuração                                                ,K263
Úlcera duodenal - crônica ou não especificada com hemorragia                                        ,K264
Úlcera duodenal - crônica ou não especificada com perfuração                                        ,K265
Úlcera duodenal - crônica ou não especificada com hemorragia e perfuração                           ,K266
Úlcera duodenal - crônica sem hemorragia ou perfuração                                              ,K267
"Úlcera duodenal - não especificada como aguda ou crônica, sem hemorragia ou perfuração              ",K269
Úlcera péptica de localização não especificada - aguda com hemorragia                               ,K270
Úlcera péptica de localização não especificada - aguda com perfuração                               ,K271
Úlcera péptica de localização não especificada - aguda com hemorragia e perfuração                  ,K272
Úlcera péptica de localização não especificada - aguda sem hemorragia ou perfuração                 ,K273
Úlcera péptica de localização não especificada - crônica ou não especificada com hemorragia         ,K274
Úlcera péptica de localização não especificada - crônica ou não especificada com perfuração         ,K275
Úlcera péptica de localização não especificada - crônica ou não especif. com hemorragia e perfuração,K276
Úlcera péptica de localização não especificada - crônica sem hemorragia ou perfuração               ,K277
"Úlcera péptica de localização não especificada - ñ espec. como aguda/crônica, sem hemorr./perfuração",K279
Úlcera gastrojejunal - aguda com hemorragia                                                         ,K280
Úlcera gastrojejunal - aguda com perfuração                                                         ,K281
Úlcera gastrojejunal - aguda com hemorragia e perfuração                                            ,K282
Úlcera gastrojejunal - aguda sem hemorragia ou perfuração                                           ,K283
Úlcera gastrojejunal - crônica ou não especificada com hemorragia                                   ,K284
Úlcera gastrojejunal - crônica ou não especificada com perfuração                                   ,K285
Úlcera gastrojejunal - crônica ou não especificada com hemorragia e perfuração                      ,K286
Úlcera gastrojejunal - crônica sem hemorragia ou perfuração                                         ,K287
"Úlcera gastrojejunal - não especificada como aguda ou crônica, sem hemorragia ou perfuração         ",K289
Gastrite hemorrágica aguda                                                                          ,K290
Outras gastrites agudas                                                                             ,K291
Gastrite alcoólica                                                                                  ,K292
Gastrite superficial crônica                                                                        ,K293
Gastrite atrófica crônica                                                                           ,K294
"Gastrite crônica, sem outra especificação                                                           ",K295
Outras gastrites                                                                                    ,K296
Gastrite não especificada                                                                           ,K297
Duodenite                                                                                           ,K298
"Gastroduodenite, sem outra especificação                                                            ",K299
DISPEPSIA                                                                                           ,K30 
Dilatação aguda do estômago                                                                         ,K310
Estenose pilórica hipertrófica do adulto                                                            ,K311
Estenose e estreitamento em ampulheta do estômago                                                   ,K312
Espasmo do piloro não classificado em outra parte                                                   ,K313
Divertículo gástrico                                                                                ,K314
Obstrução do duodeno                                                                                ,K315
Fístula do estômago e do duodeno                                                                    ,K316
Pólipo do estômago e do duodeno                                                                     ,K317
Outras doenças especificadas do estômago e do duodeno                                               ,K318
"Doenças do estômago e do duodeno, sem outra especificação                                           ",K319
Apendicite aguda com peritonite generalizada                                                        ,K350
Apendicite aguda com abscesso peritonial                                                            ,K351
Apendicite aguda sem outra especificação                                                            ,K359
OUTRAS FORMAS DE APENDICITE                                                                         ,K36 
OUTRAS ESPECIFICACOES                                                                               ,K37 
Hiperplasia do apêndice                                                                             ,K380
Concreções apendiculares                                                                            ,K381
Divertículo do apêndice                                                                             ,K382
Fístula do apêndice                                                                                 ,K383
Outras doenças especificadas do apêndice                                                            ,K388
"Doença do apêndice, sem outra especificação                                                         ",K389
"Hérnia inguinal bilateral, com obstrução, sem gangrena                                              ",K400
"Hérnia inguinal bilateral, com gangrena                                                             ",K401
"Hérnia inguinal bilateral, sem obstrução ou gangrena                                                ",K402
"Hérnia inguinal unilateral ou não especificada, com obstrução sem gangrena                          ",K403
"Hérnia inguinal unilateral ou não especificada, com gangrena                                        ",K404
"Hérnia inguinal unilateral ou não especificada, sem obstrução ou gangrena                           ",K409
"Hérnia femoral bilateral, com obstrução, sem gangrena                                               ",K410
"Hérnia femoral bilateral, com gangrena                                                              ",K411
"Hérnia femoral bilateral, sem obstrução ou gangrena                                                 ",K412
"Hérnia femoral unilateral ou não especificada, com obstrução, sem gangrena                          ",K413
"Hérnia femoral unilateral ou não especificada, com gangrena                                         ",K414
"Hérnia femoral unilateral ou não especificada, sem obstrução ou gangrena                            ",K419
"Hérnia umbilical com obstrução, sem gangrena                                                        ",K420
Hérnia umbilical com gangrena                                                                       ,K421
Hérnia umbilical sem obstrução ou gangrena                                                          ,K429
"Hérnia ventral com obstrução, sem gangrena                                                          ",K430
Hérnia ventral com gangrena                                                                         ,K431
Hérnia ventral sem obstrução ou gangrena                                                            ,K439
"Hérnia diafragmática com obstrução, sem gangrena                                                    ",K440
Hérnia diafragmática com gangrena                                                                   ,K441
Hérnia diafragmática sem obstrução ou gangrena                                                      ,K449
"Outras hérnias abdominais especificadas, com obstrução, sem gangrena                                ",K450
"Outras hérnias abdominais especificadas, com gangrena                                               ",K451
"Outras hérnias abdominais especificadas, sem obstrução ou gangrena                                  ",K458
"Hérnia abdominal não especificada, com obstrução, sem gangrena                                      ",K460
Hérnia abdominal não especificada com gangrena                                                      ,K461
"Hérnia abdominal não especificada, sem obstrução ou gangrena                                        ",K469
Doença de crohn do intestino delgado                                                                ,K500
Doença de crohn do intestino grosso                                                                 ,K501
Outra forma de doença de crohn                                                                      ,K508
Doença de crohn de localização não especificada                                                     ,K509
Enterocolite ulcerativa (crônica)                                                                   ,K510
Ileocolite ulcerativa (crônica)                                                                     ,K511
Proctite ulcerativa (crônica)                                                                       ,K512
Retossigmoidite ulcerativa (crônica)                                                                ,K513
Pseudopolipose do cólon                                                                             ,K514
Proctocolite mucosa                                                                                 ,K515
Outras colites ulcerativas                                                                          ,K518
"Colite ulcerativa, sem outra especificação                                                          ",K519
Gastroenterite e colite devida à radiação                                                           ,K520
Gastroenterite e colite tóxicas                                                                     ,K521
Gastroenterite e colite alérgicas ou ligadas à dieta                                                ,K522
"Outras gastroenterites e colites especificadas, não-infecciosas                                     ",K528
"Gastroenterite e colite não-infecciosas, não especificadas                                          ",K529
Transtornos vasculares agudos do intestino                                                          ,K550
Transtornos vasculares crônicos do intestino                                                        ,K551
Angiodisplasia do cólon                                                                             ,K552
Outros transtornos vasculares do intestino                                                          ,K558
"Transtorno vascular do intestino, sem outra especificação                                           ",K559
Íleo paralítico                                                                                     ,K560
Intussuscepção                                                                                      ,K561
Volvo                                                                                               ,K562
Íleo biliar                                                                                         ,K563
Outras obstruções do intestino                                                                      ,K564
Aderências intestinais (bridas) com obstrução                                                       ,K565
"Outras formas de obstrução intestinal, e as não especificadas                                       ",K566
"Íleo, não especificado                                                                              ",K567
Doença diverticular do intestino delgado com perfuração e abscesso                                  ,K570
Doença diverticular do intestino delgado sem perfuração ou abscesso                                 ,K571
Doença diverticular do intestino grosso com perfuração e abscesso                                   ,K572
Doença diverticular do intestino grosso sem perfuração ou abscesso                                  ,K573
Doença diverticular concomitante dos intestinos delgado e grosso com perfuração e abscesso          ,K574
Doença diverticular concomitante dos intestinos delgado e grosso sem perfuração ou abscesso         ,K575
"Doença diverticular do intestino, de localização não especificada, com perfuração e abscesso        ",K578
"Doença diverticular do intestino, de localização não especificada, sem perfuração ou abscesso       ",K579
Síndrome do cólon irritável com diarréia                                                            ,K580
Síndrome do cólon irritável sem diarréia                                                            ,K589
Constipação                                                                                         ,K590
Diarréia funcional                                                                                  ,K591
Cólon neurogênico não classificado em outra parte                                                   ,K592
Megacólon não classificado em outra parte                                                           ,K593
Espasmo anal                                                                                        ,K594
Outros transtornos funcionais especificados do intestino                                            ,K598
"Transtorno intestinal funcional, não especificado                                                   ",K599
Fissura anal aguda                                                                                  ,K600
Fissura anal crônica                                                                                ,K601
"Fissura anal, não especificada                                                                      ",K602
Fístula anal                                                                                        ,K603
Fístula retal                                                                                       ,K604
Fístula anorretal                                                                                   ,K605
Abscesso anal                                                                                       ,K610
Abscesso retal                                                                                      ,K611
Abscesso anorretal                                                                                  ,K612
Abscesso ísquio-retal                                                                               ,K613
Abscesso intra-esfincteriano                                                                        ,K614
Pólipo anal                                                                                         ,K620
Pólipo retal                                                                                        ,K621
Prolapso anal                                                                                       ,K622
Prolapso retal                                                                                      ,K623
Estenose do ânus e do reto                                                                          ,K624
Hemorragia do ânus e do reto                                                                        ,K625
Úlcera do ânus e do reto                                                                            ,K626
Proctite por radiação                                                                               ,K627
Outras doenças especificadas do ânus e do reto                                                      ,K628
"Doença do ânus e do reto, sem outra especificação                                                   ",K629
Abscesso do intestino                                                                               ,K630
Perfuração do intestino (não-traumática)                                                            ,K631
Fístula do intestino                                                                                ,K632
Úlcera do intestino                                                                                 ,K633
Enteroptose                                                                                         ,K634
Pólipo do cólon                                                                                     ,K635
Outras doenças especificadas do intestino                                                           ,K638
"Doença do intestino, sem outra especificação                                                        ",K639
Peritonite aguda                                                                                    ,K650
Outras peritonites                                                                                  ,K658
"Peritonite, sem outras especificações                                                               ",K659
Aderências peritoniais                                                                              ,K660
Hemoperitônio                                                                                       ,K661
Outras afecções especificadas do peritônio                                                          ,K668
"Afecções do peritônio, sem outra especificação                                                      ",K669
Peritonite por clamídias                                                                            ,K670
Peritonite gonocócica                                                                               ,K671
Peritonite sifilítica                                                                               ,K672
Peritonite tuberculosa                                                                              ,K673
Outras formas de comprometimento do peritônio em doenças infecciosas classificadas em outra parte   ,K678
Fígado gorduroso alcoólico                                                                          ,K700
Hepatite alcoólica                                                                                  ,K701
Fibrose e esclerose alcoólicas do fígado                                                            ,K702
Cirrose hepática alcoólica                                                                          ,K703
Insuficiência hepática alcoólica                                                                    ,K704
"Doença alcoólica do fígado, sem outra especificação                                                 ",K709
Doença hepática tóxica com colestase                                                                ,K710
Doença hepática tóxica com necrose hepática                                                         ,K711
Doença hepática tóxica com hepatite aguda                                                           ,K712
Doença hepática tóxica com hepatite crônica persistente                                             ,K713
Doença hepática tóxica com hepatite crônica lobular                                                 ,K714
Doença hepática tóxica com hepatite crônica ativa                                                   ,K715
Doença hepática tóxica com hepatite não classificada em outra parte                                 ,K716
Doença hepática tóxica com fibrose e cirrose hepáticas                                              ,K717
Doença hepática tóxica com outros transtornos do fígado                                             ,K718
"Doença hepática tóxica, sem outra especificação                                                     ",K719
Insuficiência hepática aguda e subaguda                                                             ,K720
Insuficiência hepática crônica                                                                      ,K721
"Insuficiência hepática, sem outras especificações                                                   ",K729
"Hepatite crônica persistente, não classificada em outra parte                                       ",K730
"Hepatite crônica lobular, não classificada em outra parte                                           ",K731
"Hepatite crônica ativa, não classificada em outra parte                                             ",K732
Outras hepatites crônicas não classificada em outra parte                                           ,K738
"Hepatite crônica, sem outra especificação                                                           ",K739
Fibrose hepática                                                                                    ,K740
Esclerose hepática                                                                                  ,K741
Fibrose hepática com esclerose hepática                                                             ,K742
Cirrose biliar primária                                                                             ,K743
Cirrose biliar secundária                                                                           ,K744
"Cirrose biliar, sem outra especificação                                                             ",K745
Outras formas de cirrose hepática e as não especificadas                                            ,K746
Abscesso hepático                                                                                   ,K750
Flebite da veia porta                                                                               ,K751
Hepatite reativa não-específica                                                                     ,K752
Hepatite granulomatosa não classificada em outra parte                                              ,K753
Hepatite autoimune                                                                                  ,K754
Outras doenças hepáticas inflamatórias especificadas                                                ,K758
"Doença hepática inflamatória, sem outra especificação                                               ",K759
Degeneração gordurosa do fígado não classificada em outra parte                                     ,K760
Congestão passiva crônica do fígado                                                                 ,K761
Necrose hemorrágica central do fígado                                                               ,K762
Infarto do fígado                                                                                   ,K763
Peliose hepática                                                                                    ,K764
Doença hepática veno-oclusiva                                                                       ,K765
Hipertensão portal                                                                                  ,K766
Síndrome hepatorrenal                                                                               ,K767
Outras doenças especificadas do fígado                                                              ,K768
"Doença hepática, sem outra especificação                                                            ",K769
Transtornos hepáticos em doenças infecciosas e parasitárias classificadas em outra parte            ,K770
Transtornos hepáticos em outras doenças classificadas em outra parte                                ,K778
Calculose da vesícula biliar com colicistite aguda                                                  ,K800
Calculose da vesícula biliar com outras formas de colecistite                                       ,K801
Calculose da vesícula biliar sem colecistite                                                        ,K802
Calculose de via biliar com colangite                                                               ,K803
Calculose de via biliar com colecistite                                                             ,K804
Calculose de via biliar sem colangite ou colecistite                                                ,K805
Outras colelitíases                                                                                 ,K808
Colecistite aguda                                                                                   ,K810
Colecistite crônica                                                                                 ,K811
Outras colecistites                                                                                 ,K818
"Colecistite, sem outra especificação                                                                ",K819
Obstrução da vesícula biliar                                                                        ,K820
Hidropsia da vesícula biliar                                                                        ,K821
Perfuração da vesícula biliar                                                                       ,K822
Fístula da vesícula biliar                                                                          ,K823
Colesterolose da vesícula biliar                                                                    ,K824
Outras doenças especificadas da vesícula biliar                                                     ,K828
"Doença da vesícula biliar, sem outra especificação                                                  ",K829
Colangite                                                                                           ,K830
Obstrução de via biliar                                                                             ,K831
Perfuração de via biliar                                                                            ,K832
Fístula de via biliar                                                                               ,K833
Espasmo do esfíncter de Oddi                                                                        ,K834
Cisto biliar                                                                                        ,K835
Outras doenças especificadas das vias biliares                                                      ,K838
"Doença das vias biliares, sem outra especificação                                                   ",K839
Pancreatite aguda idiopática                                                                        ,K850
Pancreatite aguda biliar                                                                            ,K851
Pancreatite aguda induzida por álcool                                                               ,K852
Pancreatite aguda induzida por droga                                                                ,K853
Outras pancreatites agudas                                                                          ,K858
"Pancreatite aguda, não especificada                                                                 ",K859
Pancreatite crônica induzida por álcool                                                             ,K860
Outras pancreatites crônicas                                                                        ,K861
Cisto do pâncreas                                                                                   ,K862
Pseudocisto do pâncreas                                                                             ,K863
Outras doenças especificadas do pâncreas                                                            ,K868
"Doença do pâncreas, sem outra especificação                                                         ",K869
Transtornos da vesícula biliar e das vias biliares em doenças classificadas em outra parte          ,K870
Transtornos do pâncreas em doenças classificadas em outra parte                                     ,K871
Doença celíaca                                                                                      ,K900
Espru tropical                                                                                      ,K901
Síndrome da alça cega não classificada em outra parte                                               ,K902
Esteatorréia pancreática                                                                            ,K903
Má-absorção devida a intolerância não classificada em outra parte                                   ,K904
